TS time deltat Energy E1 E2 Dissipation Trd volume area area_n E3 Lat_area Epress E_tension1 E_tension2 E_tension3 pressure Zmax stress strain totBonds
6890 58.4313 9.03426e-05 0.666901 0.181004 0.18908 1.22617e-05 1.01881 0.0583063 1.01881 0.81594 0.296817 0.559461 0.200872 4.0797 4.0797 2.79734 3.74785 1 0 0 0.81594
6895 58.4318 9.03426e-05 0.667095 0.18079 0.188861 1.35579e-05 1.01863 0.0581682 1.01863 0.81594 0.297444 0.559498 0.201079 4.0797 4.0797 2.79752 3.75995 1 0 0 0.81594
6900 58.4322 9.03426e-05 0.667255 0.180563 0.18863 1.51242e-05 1.01846 0.0580301 1.01846 0.81594 0.298062 0.559533 0.201241 4.0797 4.0797 2.7977 3.77124 1 0 0 0.81594
6905 58.4327 9.03426e-05 0.66737 0.180321 0.188381 1.7024e-05 1.0183 0.057892 1.0183 0.81594 0.298668 0.559568 0.20134 4.0797 4.0797 2.79788 3.78141 1 0 0 0.81594
6910 58.4331 9.03426e-05 0.667426 0.180058 0.188109 1.93321e-05 1.01813 0.0577539 1.01813 0.81594 0.299259 0.559602 0.201353 4.0797 4.0797 2.79805 3.79001 1 0 0 0.81594
6915 58.4336 9.03426e-05 0.667403 0.179768 0.187809 2.2129e-05 1.01798 0.0576158 1.01798 0.81594 0.299827 0.559635 0.201249 4.0797 4.0797 2.79821 3.79643 1 0 0 0.81594
6920 58.434 9.03426e-05 0.667277 0.179442 0.18747 2.54833e-05 1.01783 0.0574777 1.01783 0.81594 0.300364 0.559666 0.200984 4.0797 4.0797 2.79836 3.79984 1 0 0 0.81594
6925 58.4344 9.03426e-05 0.667013 0.179071 0.187083 2.94123e-05 1.01769 0.0573396 1.01769 0.81594 0.300859 0.559695 0.200497 4.0797 4.0797 2.7985 3.79908 1 0 0 0.81594
6930 58.4349 9.03426e-05 0.666572 0.178643 0.186633 3.38059e-05 1.01757 0.0572015 1.01757 0.81594 0.301296 0.559721 0.199709 4.0797 4.0797 2.79863 3.7926 1 0 0 0.81594
6935 58.4353 9.03426e-05 0.66591 0.178146 0.186108 3.83219e-05 1.01747 0.0570634 1.01747 0.81594 0.301657 0.559742 0.198519 4.0797 4.0797 2.79873 3.77843 1 0 0 0.81594
6940 58.4358 9.03426e-05 0.664994 0.17757 0.185499 4.23427e-05 1.01739 0.0569253 1.01739 0.81594 0.301925 0.559758 0.196818 4.0797 4.0797 2.7988 3.75447 1 0 0 0.81594
6945 58.4362 9.03426e-05 0.663821 0.176916 0.184811 4.52002e-05 1.01734 0.0567872 1.01734 0.81594 0.302094 0.559768 0.194537 4.0797 4.0797 2.79885 3.7193 1 0 0 0.81594
6950 58.4367 9.03426e-05 0.662439 0.176196 0.184063 4.66921e-05 1.01731 0.0566491 1.01731 0.81594 0.30218 0.559773 0.191703 4.0797 4.0797 2.79887 3.67339 1 0 0 0.81594
6955 58.4371 9.03426e-05 0.660923 0.175431 0.183281 4.72786e-05 1.01729 0.056511 1.01729 0.81594 0.302211 0.559774 0.188456 4.0797 4.0797 2.79887 3.61933 1 0 0 0.81594
6960 58.4376 9.03426e-05 0.659334 0.174638 0.182485 4.75772e-05 1.01729 0.0563729 1.01729 0.81594 0.302211 0.559774 0.184967 4.0797 4.0797 2.79887 3.56037 1 0 0 0.81594
6965 58.438 9.03426e-05 0.657696 0.173823 0.181682 4.79249e-05 1.01729 0.0562348 1.01729 0.81594 0.302191 0.559772 0.181362 4.0797 4.0797 2.79886 3.49893 1 0 0 0.81594
6970 58.4385 9.03426e-05 0.656016 0.172988 0.180872 4.84506e-05 1.01729 0.0560967 1.01729 0.81594 0.302156 0.559769 0.177727 4.0797 4.0797 2.79884 3.43661 1 0 0 0.81594
6975 58.4389 9.03426e-05 0.654305 0.172137 0.180058 4.91833e-05 1.0173 0.0559586 1.0173 0.81594 0.30211 0.559765 0.174129 4.0797 4.0797 2.79882 3.37474 1 0 0 0.81594
6980 58.4394 9.03426e-05 0.652584 0.171279 0.179242 5.00242e-05 1.0173 0.0558205 1.0173 0.81594 0.302063 0.559762 0.170626 4.0797 4.0797 2.79881 3.31442 1 0 0 0.81594
6985 58.4398 9.03426e-05 0.650879 0.170424 0.178429 5.07734e-05 1.01731 0.0556824 1.01731 0.81594 0.302026 0.559758 0.167261 4.0797 4.0797 2.79879 3.25653 1 0 0 0.81594
6990 58.4403 9.03426e-05 0.649212 0.169581 0.177624 5.12258e-05 1.0173 0.0555443 1.0173 0.81594 0.302007 0.559756 0.164071 4.0797 4.0797 2.79878 3.20178 1 0 0 0.81594
6995 58.4407 9.03426e-05 0.647605 0.168758 0.176831 5.12449e-05 1.0173 0.0554062 1.0173 0.81594 0.302015 0.559755 0.161084 4.0797 4.0797 2.79877 3.15075 1 0 0 0.81594
7000 58.4412 9.03426e-05 0.646072 0.167964 0.176055 5.07752e-05 1.01728 0.0552681 1.01728 0.81594 0.302054 0.559755 0.158318 4.0797 4.0797 2.79878 3.10383 1 0 0 0.81594
7005 58.4416 9.03426e-05 0.644619 0.167201 0.175296 4.98062e-05 1.01725 0.05513 1.01725 0.81594 0.302123 0.559757 0.15577 4.0797 4.0797 2.79879 3.06095 1 0 0 0.81594
7010 58.4421 9.03426e-05 0.643243 0.166471 0.174554 4.83175e-05 1.01722 0.0549919 1.01722 0.81594 0.302218 0.559761 0.153408 4.0797 4.0797 2.79881 3.02157 1 0 0 0.81594
7015 58.4425 9.03426e-05 0.64193 0.16577 0.173828 4.62437e-05 1.01719 0.0548538 1.01719 0.81594 0.302332 0.559766 0.15118 4.0797 4.0797 2.79883 2.98464 1 0 0 0.81594
7020 58.4429 9.03426e-05 0.640669 0.165098 0.173116 4.34943e-05 1.01715 0.0547157 1.01715 0.81594 0.302455 0.559771 0.14902 4.0797 4.0797 2.79886 2.9489 1 0 0 0.81594
7025 58.4434 9.03426e-05 0.639455 0.164451 0.172422 4.00363e-05 1.01711 0.0545776 1.01711 0.81594 0.302582 0.559777 0.146875 4.0797 4.0797 2.79889 2.91327 1 0 0 0.81594
7030 58.4438 9.03426e-05 0.638299 0.163833 0.171752 3.59921e-05 1.01707 0.0544395 1.01707 0.81594 0.302714 0.559782 0.144724 4.0797 4.0797 2.79892 2.87736 1 0 0 0.81594
7035 58.4443 9.03426e-05 0.637226 0.163249 0.171117 3.16591e-05 1.01702 0.0543014 1.01702 0.81594 0.302859 0.559788 0.142594 4.0797 4.0797 2.79895 2.84171 1 0 0 0.81594
7040 58.4447 9.03426e-05 0.636265 0.162705 0.170528 2.74182e-05 1.01697 0.0541633 1.01697 0.81594 0.303032 0.559796 0.140552 4.0797 4.0797 2.79899 2.80765 1 0 0 0.81594
7045 58.4452 9.03426e-05 0.635442 0.162206 0.169991 2.36031e-05 1.01691 0.0540252 1.01691 0.81594 0.303244 0.559806 0.13868 4.0797 4.0797 2.79904 2.77684 1 0 0 0.81594
7050 58.4456 9.03426e-05 0.634769 0.161755 0.169509 2.04105e-05 1.01684 0.0538871 1.01684 0.81594 0.303505 0.559818 0.137046 4.0797 4.0797 2.7991 2.75065 1 0 0 0.81594
7055 58.4461 9.03426e-05 0.634243 0.161349 0.169078 1.78858e-05 1.01675 0.053749 1.01675 0.81594 0.303816 0.559834 0.135685 4.0797 4.0797 2.79919 2.72984 1 0 0 0.81594
7060 58.4465 9.03426e-05 0.63385 0.160983 0.168693 1.59661e-05 1.01665 0.0536109 1.01665 0.81594 0.304175 0.559852 0.1346 4.0797 4.0797 2.79928 2.71448 1 0 0 0.81594
7065 58.447 9.03426e-05 0.633569 0.160651 0.168344 1.45413e-05 1.01654 0.0534728 1.01654 0.81594 0.304574 0.559873 0.133766 4.0797 4.0797 2.79939 2.70414 1 0 0 0.81594
7070 58.4474 9.03426e-05 0.633377 0.160346 0.168024 1.34985e-05 1.01642 0.0533347 1.01642 0.81594 0.305007 0.559897 0.133146 4.0797 4.0797 2.79951 2.69809 1 0 0 0.81594
7075 58.4479 9.03426e-05 0.633254 0.160062 0.167727 1.27427e-05 1.01629 0.0531966 1.01629 0.81594 0.305465 0.559922 0.132699 4.0797 4.0797 2.79963 2.69554 1 0 0 0.81594
7080 58.4483 9.03426e-05 0.633183 0.159794 0.167446 1.22007e-05 1.01616 0.0530585 1.01616 0.81594 0.305943 0.559948 0.132389 4.0797 4.0797 2.79977 2.69574 1 0 0 0.81594
7085 58.4488 9.03426e-05 0.63315 0.159538 0.167177 1.18187e-05 1.01603 0.0529204 1.01603 0.81594 0.306435 0.559975 0.132182 4.0797 4.0797 2.7999 2.69806 1 0 0 0.81594
7090 58.4492 9.03426e-05 0.633146 0.159292 0.166918 1.15572e-05 1.01589 0.0527823 1.01589 0.81594 0.306936 0.560003 0.132052 4.0797 4.0797 2.80004 2.70198 1 0 0 0.81594
7095 58.4497 9.03426e-05 0.633162 0.159052 0.166665 1.13875e-05 1.01575 0.0526442 1.01575 0.81594 0.307445 0.560031 0.131981 4.0797 4.0797 2.80019 2.70711 1 0 0 0.81594
7100 58.4501 9.03426e-05 0.633193 0.158817 0.166418 1.12887e-05 1.01561 0.0525061 1.01561 0.81594 0.307959 0.56006 0.131951 4.0797 4.0797 2.80033 2.71312 1 0 0 0.81594
7105 58.4505 9.03426e-05 0.633235 0.158585 0.166174 1.1245e-05 1.01547 0.052368 1.01547 0.81594 0.308476 0.560089 0.131951 4.0797 4.0797 2.80047 2.71979 1 0 0 0.81594
7110 58.451 9.03426e-05 0.633285 0.158357 0.165933 1.12446e-05 1.01533 0.0522299 1.01533 0.81594 0.308995 0.560118 0.131972 4.0797 4.0797 2.80062 2.72693 1 0 0 0.81594
7115 58.4514 9.03426e-05 0.63334 0.158131 0.165694 1.12783e-05 1.01519 0.0520918 1.01519 0.81594 0.309515 0.560147 0.132008 4.0797 4.0797 2.80077 2.7344 1 0 0 0.81594
7120 58.4519 9.03426e-05 0.633398 0.157906 0.165456 1.1339e-05 1.01505 0.0519537 1.01505 0.81594 0.310036 0.560177 0.132052 4.0797 4.0797 2.80091 2.74209 1 0 0 0.81594
7125 58.4523 9.03426e-05 0.633459 0.157683 0.16522 1.14208e-05 1.01491 0.0518156 1.01491 0.81594 0.310556 0.560206 0.132102 4.0797 4.0797 2.80106 2.74993 1 0 0 0.81594
7130 58.4528 9.03426e-05 0.633521 0.157461 0.164984 1.15189e-05 1.01477 0.0516775 1.01477 0.81594 0.311076 0.560235 0.132153 4.0797 4.0797 2.8012 2.75786 1 0 0 0.81594
7135 58.4532 9.03426e-05 0.633584 0.157239 0.164749 1.16292e-05 1.01463 0.0515394 1.01463 0.81594 0.311596 0.560264 0.132205 4.0797 4.0797 2.80135 2.76583 1 0 0 0.81594
7140 58.4537 9.03426e-05 0.633646 0.157019 0.164514 1.17482e-05 1.01449 0.0514013 1.01449 0.81594 0.312114 0.560293 0.132254 4.0797 4.0797 2.80149 2.7738 1 0 0 0.81594
7145 58.4541 9.03426e-05 0.633709 0.156798 0.164279 1.18727e-05 1.01435 0.0512632 1.01435 0.81594 0.312631 0.560322 0.132302 4.0797 4.0797 2.80164 2.78177 1 0 0 0.81594
7150 58.4546 9.03426e-05 0.63377 0.156579 0.164044 1.19999e-05 1.01421 0.0511251 1.01421 0.81594 0.313147 0.560351 0.132346 4.0797 4.0797 2.80178 2.78971 1 0 0 0.81594
7155 58.455 9.03426e-05 0.633831 0.156359 0.16381 1.21273e-05 1.01407 0.050987 1.01407 0.81594 0.313662 0.56038 0.132387 4.0797 4.0797 2.80193 2.79763 1 0 0 0.81594
7160 58.4555 9.03426e-05 0.633892 0.156141 0.163575 1.22523e-05 1.01394 0.0508489 1.01394 0.81594 0.314176 0.560409 0.132425 4.0797 4.0797 2.80207 2.80552 1 0 0 0.81594
7165 58.4559 9.03426e-05 0.633951 0.155922 0.163341 1.23729e-05 1.0138 0.0507108 1.0138 0.81594 0.314688 0.560437 0.132459 4.0797 4.0797 2.80221 2.81338 1 0 0 0.81594
7170 58.4564 9.03426e-05 0.634011 0.155705 0.163106 1.2487e-05 1.01366 0.0505727 1.01366 0.81594 0.3152 0.560466 0.132491 4.0797 4.0797 2.80236 2.82123 1 0 0 0.81594
7175 58.4568 9.03426e-05 0.63407 0.155488 0.162872 1.2593e-05 1.01353 0.0504346 1.01353 0.81594 0.31571 0.560494 0.13252 4.0797 4.0797 2.8025 2.82907 1 0 0 0.81594
7180 58.4573 9.03426e-05 0.634129 0.155272 0.162638 1.26892e-05 1.01339 0.0502965 1.01339 0.81594 0.316219 0.560523 0.132547 4.0797 4.0797 2.80264 2.83691 1 0 0 0.81594
7185 58.4577 9.03426e-05 0.634189 0.155057 0.162405 1.27743e-05 1.01325 0.0501584 1.01325 0.81594 0.316727 0.560551 0.132574 4.0797 4.0797 2.80278 2.84477 1 0 0 0.81594
7190 58.4581 9.03426e-05 0.634249 0.154843 0.162171 1.28472e-05 1.01312 0.0500203 1.01312 0.81594 0.317234 0.560579 0.132599 4.0797 4.0797 2.80292 2.85267 1 0 0 0.81594
7195 58.4586 9.03426e-05 0.634309 0.15463 0.161938 1.29068e-05 1.01298 0.0498822 1.01298 0.81594 0.317741 0.560607 0.132625 4.0797 4.0797 2.80306 2.8606 1 0 0 0.81594
7200 58.459 9.03426e-05 0.634371 0.154418 0.161706 1.29525e-05 1.01285 0.0497441 1.01285 0.81594 0.318246 0.560635 0.13265 4.0797 4.0797 2.80321 2.86857 1 0 0 0.81594
7205 58.4595 9.03426e-05 0.634433 0.154208 0.161474 1.29837e-05 1.01271 0.049606 1.01271 0.81594 0.318751 0.560664 0.132677 4.0797 4.0797 2.80335 2.87661 1 0 0 0.81594
7210 58.4599 9.03426e-05 0.634497 0.153999 0.161243 1.3e-05 1.01258 0.0494679 1.01258 0.81594 0.319255 0.560692 0.132704 4.0797 4.0797 2.80349 2.88471 1 0 0 0.81594
7215 58.4604 9.03426e-05 0.634563 0.153791 0.161013 1.30012e-05 1.01245 0.0493298 1.01245 0.81594 0.319758 0.560719 0.132732 4.0797 4.0797 2.80363 2.89288 1 0 0 0.81594
7220 58.4608 9.03426e-05 0.63463 0.153585 0.160784 1.29872e-05 1.01231 0.0491917 1.01231 0.81594 0.320261 0.560747 0.132761 4.0797 4.0797 2.80376 2.90112 1 0 0 0.81594
7225 58.4613 9.03426e-05 0.634699 0.153381 0.160555 1.2958e-05 1.01218 0.0490536 1.01218 0.81594 0.320763 0.560775 0.132792 4.0797 4.0797 2.8039 2.90943 1 0 0 0.81594
7230 58.4617 9.03426e-05 0.63477 0.153178 0.160328 1.29137e-05 1.01205 0.0489155 1.01205 0.81594 0.321264 0.560803 0.132823 4.0797 4.0797 2.80404 2.91782 1 0 0 0.81594
7235 58.4622 9.03426e-05 0.634842 0.152977 0.160102 1.28546e-05 1.01192 0.0487774 1.01192 0.81594 0.321764 0.56083 0.132856 4.0797 4.0797 2.80418 2.92627 1 0 0 0.81594
7240 58.4626 9.03426e-05 0.634917 0.152778 0.159876 1.27807e-05 1.01178 0.0486393 1.01178 0.81594 0.322263 0.560858 0.132889 4.0797 4.0797 2.80432 2.93479 1 0 0 0.81594
7245 58.4631 9.03426e-05 0.634994 0.152581 0.159652 1.26926e-05 1.01165 0.0485012 1.01165 0.81594 0.322761 0.560886 0.132923 4.0797 4.0797 2.80446 2.94336 1 0 0 0.81594
7250 58.4635 9.03426e-05 0.635073 0.152386 0.159429 1.25903e-05 1.01152 0.0483631 1.01152 0.81594 0.323258 0.560913 0.132957 4.0797 4.0797 2.80459 2.95199 1 0 0 0.81594
7255 58.464 9.03426e-05 0.635155 0.152193 0.159208 1.24743e-05 1.01139 0.048225 1.01139 0.81594 0.323754 0.56094 0.132991 4.0797 4.0797 2.80473 2.96066 1 0 0 0.81594
7260 58.4644 9.03426e-05 0.635238 0.152001 0.158988 1.2345e-05 1.01126 0.0480869 1.01126 0.81594 0.324249 0.560968 0.133024 4.0797 4.0797 2.80487 2.96937 1 0 0 0.81594
7265 58.4649 9.03426e-05 0.635325 0.151812 0.158769 1.22029e-05 1.01113 0.0479488 1.01113 0.81594 0.324743 0.560995 0.133056 4.0797 4.0797 2.805 2.9781 1 0 0 0.81594
7270 58.4653 9.03426e-05 0.635413 0.151625 0.158552 1.20484e-05 1.011 0.0478107 1.011 0.81594 0.325236 0.561022 0.133087 4.0797 4.0797 2.80514 2.98686 1 0 0 0.81594
7275 58.4658 9.03426e-05 0.635505 0.151441 0.158337 1.18822e-05 1.01087 0.0476725 1.01087 0.81594 0.325728 0.561049 0.133116 4.0797 4.0797 2.80527 2.99564 1 0 0 0.81594
7280 58.4662 9.03426e-05 0.6356 0.151258 0.158123 1.17051e-05 1.01074 0.0475344 1.01074 0.81594 0.326219 0.561076 0.133144 4.0797 4.0797 2.80541 3.00443 1 0 0 0.81594
7285 58.4666 9.03426e-05 0.635698 0.151078 0.157911 1.15181e-05 1.01062 0.0473963 1.01062 0.81594 0.326708 0.561103 0.13317 4.0797 4.0797 2.80554 3.01322 1 0 0 0.81594
7290 58.4671 9.03426e-05 0.635799 0.150901 0.157701 1.13223e-05 1.01049 0.0472582 1.01049 0.81594 0.327197 0.56113 0.133193 4.0797 4.0797 2.80567 3.02202 1 0 0 0.81594
7295 58.4675 9.03426e-05 0.635905 0.150726 0.157493 1.1119e-05 1.01036 0.0471201 1.01036 0.81594 0.327685 0.561156 0.133215 4.0797 4.0797 2.80581 3.03083 1 0 0 0.81594
7300 58.468 9.03426e-05 0.636014 0.150554 0.157288 1.09098e-05 1.01023 0.046982 1.01023 0.81594 0.328173 0.561183 0.133235 4.0797 4.0797 2.80594 3.03965 1 0 0 0.81594
7305 58.4684 9.03426e-05 0.636129 0.150385 0.157084 1.06964e-05 1.01011 0.0468439 1.01011 0.81594 0.328659 0.561209 0.133254 4.0797 4.0797 2.80607 3.04849 1 0 0 0.81594
7310 58.4689 9.03426e-05 0.636248 0.150219 0.156884 1.04807e-05 1.00998 0.0467058 1.00998 0.81594 0.329146 0.561236 0.133272 4.0797 4.0797 2.80621 3.05737 1 0 0 0.81594
7315 58.4693 9.03426e-05 0.636374 0.150055 0.156686 1.02646e-05 1.00985 0.0465677 1.00985 0.81594 0.329633 0.561263 0.133289 4.0797 4.0797 2.80634 3.06629 1 0 0 0.81594
7320 58.4698 9.03426e-05 0.636505 0.149895 0.156491 1.00501e-05 1.00973 0.0464296 1.00973 0.81594 0.330119 0.561289 0.133307 4.0797 4.0797 2.80647 3.07527 1 0 0 0.81594
7325 58.4702 9.03426e-05 0.636642 0.149737 0.156299 9.83917e-06 1.0096 0.0462915 1.0096 0.81594 0.330606 0.561315 0.133326 4.0797 4.0797 2.8066 3.08433 1 0 0 0.81594
7330 58.4707 9.03426e-05 0.636787 0.149583 0.15611 9.63362e-06 1.00948 0.0461534 1.00948 0.81594 0.331094 0.561342 0.133348 4.0797 4.0797 2.80674 3.09349 1 0 0 0.81594
7335 58.4711 9.03426e-05 0.636938 0.149432 0.155924 9.43505e-06 1.00935 0.0460153 1.00935 0.81594 0.331582 0.561368 0.133372 4.0797 4.0797 2.80687 3.10278 1 0 0 0.81594
7340 58.4716 9.03426e-05 0.637097 0.149284 0.155742 9.24485e-06 1.00922 0.0458772 1.00922 0.81594 0.332071 0.561395 0.133399 4.0797 4.0797 2.807 3.11221 1 0 0 0.81594
7345 58.472 9.03426e-05 0.637263 0.149139 0.155563 9.06413e-06 1.0091 0.0457391 1.0091 0.81594 0.332561 0.561422 0.133431 4.0797 4.0797 2.80713 3.12179 1 0 0 0.81594
7350 58.4725 9.03426e-05 0.637437 0.148998 0.155386 8.89369e-06 1.00897 0.045601 1.00897 0.81594 0.333053 0.561448 0.133468 4.0797 4.0797 2.80727 3.13155 1 0 0 0.81594
7355 58.4729 9.03426e-05 0.637619 0.14886 0.155214 8.73408e-06 1.00884 0.0454629 1.00884 0.81594 0.333545 0.561475 0.13351 4.0797 4.0797 2.8074 3.14149 1 0 0 0.81594
7360 58.4734 9.03426e-05 0.637808 0.148724 0.155044 8.58557e-06 1.00872 0.0453248 1.00872 0.81594 0.334039 0.561502 0.133558 4.0797 4.0797 2.80753 3.15164 1 0 0 0.81594
7365 58.4738 9.03426e-05 0.638004 0.148592 0.154878 8.44822e-06 1.00859 0.0451867 1.00859 0.81594 0.334535 0.561528 0.133612 4.0797 4.0797 2.80767 3.16198 1 0 0 0.81594
7370 58.4742 9.03426e-05 0.638208 0.148463 0.154714 8.32186e-06 1.00846 0.0450486 1.00846 0.81594 0.335031 0.561555 0.133672 4.0797 4.0797 2.8078 3.17253 1 0 0 0.81594
7375 58.4747 9.03426e-05 0.638419 0.148336 0.154554 8.20621e-06 1.00833 0.0449105 1.00833 0.81594 0.335529 0.561582 0.133738 4.0797 4.0797 2.80794 3.18328 1 0 0 0.81594
7380 58.4751 9.03426e-05 0.638637 0.148213 0.154396 8.10084e-06 1.00821 0.0447724 1.00821 0.81594 0.336028 0.561609 0.13381 4.0797 4.0797 2.80807 3.19423 1 0 0 0.81594
7385 58.4756 9.03426e-05 0.638861 0.148092 0.154241 8.00525e-06 1.00808 0.0446343 1.00808 0.81594 0.336528 0.561636 0.133886 4.0797 4.0797 2.80821 3.20538 1 0 0 0.81594
7390 58.476 9.03426e-05 0.639092 0.147974 0.154089 7.91888e-06 1.00795 0.0444962 1.00795 0.81594 0.33703 0.561663 0.133968 4.0797 4.0797 2.80834 3.21671 1 0 0 0.81594
7395 58.4765 9.03426e-05 0.639328 0.147858 0.153939 7.84116e-06 1.00782 0.0443581 1.00782 0.81594 0.337532 0.56169 0.134054 4.0797 4.0797 2.80848 3.22822 1 0 0 0.81594
7400 58.4769 9.03426e-05 0.639571 0.147745 0.153791 7.77149e-06 1.0077 0.04422 1.0077 0.81594 0.338035 0.561717 0.134144 4.0797 4.0797 2.80861 3.23989 1 0 0 0.81594
7405 58.4774 9.03426e-05 0.639818 0.147634 0.153646 7.70928e-06 1.00757 0.0440819 1.00757 0.81594 0.338539 0.561744 0.134237 4.0797 4.0797 2.80875 3.25172 1 0 0 0.81594
7410 58.4778 9.03426e-05 0.64007 0.147525 0.153502 7.65396e-06 1.00744 0.0439438 1.00744 0.81594 0.339043 0.561772 0.134333 4.0797 4.0797 2.80889 3.26368 1 0 0 0.81594
7415 58.4783 9.03426e-05 0.640328 0.147418 0.153361 7.60499e-06 1.00731 0.0438057 1.00731 0.81594 0.339548 0.561799 0.134431 4.0797 4.0797 2.80902 3.27578 1 0 0 0.81594
7420 58.4787 9.03426e-05 0.640589 0.147314 0.153222 7.56185e-06 1.00718 0.0436676 1.00718 0.81594 0.340053 0.561826 0.134531 4.0797 4.0797 2.80916 3.28799 1 0 0 0.81594
7425 58.4792 9.03426e-05 0.640855 0.147211 0.153085 7.52407e-06 1.00706 0.0435295 1.00706 0.81594 0.340559 0.561853 0.134632 4.0797 4.0797 2.80929 3.30031 1 0 0 0.81594
7430 58.4796 9.03426e-05 0.641125 0.147111 0.152949 7.49118e-06 1.00693 0.0433914 1.00693 0.81594 0.341065 0.56188 0.134733 4.0797 4.0797 2.80943 3.31271 1 0 0 0.81594
7435 58.4801 9.03426e-05 0.641399 0.147012 0.152815 7.46279e-06 1.0068 0.0432533 1.0068 0.81594 0.341571 0.561908 0.134835 4.0797 4.0797 2.80957 3.3252 1 0 0 0.81594
7440 58.4805 9.03426e-05 0.641676 0.146915 0.152683 7.43851e-06 1.00667 0.0431152 1.00667 0.81594 0.342078 0.561935 0.134936 4.0797 4.0797 2.8097 3.33776 1 0 0 0.81594
7445 58.481 9.03426e-05 0.641957 0.146821 0.152552 7.418e-06 1.00655 0.0429771 1.00655 0.81594 0.342584 0.561962 0.135037 4.0797 4.0797 2.80984 3.35038 1 0 0 0.81594
7450 58.4814 9.03426e-05 0.642241 0.146727 0.152423 7.40095e-06 1.00642 0.042839 1.00642 0.81594 0.34309 0.561989 0.135136 4.0797 4.0797 2.80997 3.36305 1 0 0 0.81594
7455 58.4819 9.03426e-05 0.642528 0.146636 0.152296 7.38708e-06 1.00629 0.0427009 1.00629 0.81594 0.343596 0.562016 0.135233 4.0797 4.0797 2.81011 3.37576 1 0 0 0.81594
7460 58.4823 9.03426e-05 0.642817 0.146546 0.152169 7.37614e-06 1.00616 0.0425628 1.00616 0.81594 0.344102 0.562043 0.135329 4.0797 4.0797 2.81024 3.3885 1 0 0 0.81594
7465 58.4827 9.03426e-05 0.64311 0.146458 0.152044 7.3679e-06 1.00604 0.0424247 1.00604 0.81594 0.344608 0.56207 0.135422 4.0797 4.0797 2.81038 3.40127 1 0 0 0.81594
7470 58.4832 9.03426e-05 0.643405 0.146371 0.151921 7.36217e-06 1.00591 0.0422866 1.00591 0.81594 0.345114 0.562098 0.135513 4.0797 4.0797 2.81051 3.41406 1 0 0 0.81594
7475 58.4836 9.03426e-05 0.643703 0.146286 0.151799 7.35877e-06 1.00578 0.0421485 1.00578 0.81594 0.345619 0.562125 0.135601 4.0797 4.0797 2.81065 3.42685 1 0 0 0.81594
7480 58.4841 9.03426e-05 0.644004 0.146202 0.151678 7.35755e-06 1.00566 0.0420104 1.00566 0.81594 0.346124 0.562152 0.135686 4.0797 4.0797 2.81078 3.43966 1 0 0 0.81594
7485 58.4845 9.03426e-05 0.644307 0.14612 0.151558 7.35838e-06 1.00553 0.0418723 1.00553 0.81594 0.346629 0.562179 0.135767 4.0797 4.0797 2.81092 3.45246 1 0 0 0.81594
7490 58.485 9.03426e-05 0.644612 0.146039 0.15144 7.36115e-06 1.00541 0.0417342 1.00541 0.81594 0.347133 0.562205 0.135845 4.0797 4.0797 2.81105 3.46525 1 0 0 0.81594
7495 58.4854 9.03426e-05 0.644919 0.14596 0.151322 7.36577e-06 1.00528 0.0415961 1.00528 0.81594 0.347637 0.562232 0.135919 4.0797 4.0797 2.81119 3.47803 1 0 0 0.81594
7500 58.4859 9.03426e-05 0.645229 0.145882 0.151206 7.37217e-06 1.00516 0.041458 1.00516 0.81594 0.348141 0.562259 0.13599 4.0797 4.0797 2.81132 3.4908 1 0 0 0.81594
7505 58.4863 9.03426e-05 0.64554 0.145805 0.151091 7.38028e-06 1.00503 0.0413199 1.00503 0.81594 0.348644 0.562286 0.136056 4.0797 4.0797 2.81146 3.50354 1 0 0 0.81594
7510 58.4868 9.03426e-05 0.645854 0.14573 0.150977 7.39006e-06 1.00491 0.0411818 1.00491 0.81594 0.349146 0.562313 0.136117 4.0797 4.0797 2.81159 3.51626 1 0 0 0.81594
7515 58.4872 9.03426e-05 0.646169 0.145656 0.150865 7.4015e-06 1.00478 0.0410437 1.00478 0.81594 0.349649 0.562339 0.136175 4.0797 4.0797 2.81172 3.52894 1 0 0 0.81594
7520 58.4877 9.03426e-05 0.646486 0.145583 0.150753 7.41458e-06 1.00466 0.0409056 1.00466 0.81594 0.35015 0.562366 0.136227 4.0797 4.0797 2.81186 3.54159 1 0 0 0.81594
7525 58.4881 9.03426e-05 0.646806 0.145512 0.150642 7.42932e-06 1.00453 0.0407675 1.00453 0.81594 0.350651 0.562393 0.136275 4.0797 4.0797 2.81199 3.5542 1 0 0 0.81594
7530 58.4886 9.03426e-05 0.647126 0.145442 0.150533 7.44573e-06 1.00441 0.0406294 1.00441 0.81594 0.351152 0.562419 0.136318 4.0797 4.0797 2.81212 3.56677 1 0 0 0.81594
7535 58.489 9.03426e-05 0.647449 0.145373 0.150424 7.46386e-06 1.00429 0.0404913 1.00429 0.81594 0.351652 0.562446 0.136356 4.0797 4.0797 2.81226 3.57929 1 0 0 0.81594
7540 58.4895 9.03426e-05 0.647773 0.145305 0.150317 7.48377e-06 1.00416 0.0403532 1.00416 0.81594 0.352152 0.562472 0.136388 4.0797 4.0797 2.81239 3.59175 1 0 0 0.81594
